Ticker,Buy Date,Buy Price,% Below 100-day MA,Sell Price,Sell Date,% Gain,Trading Days Held
EQT,2020-01-29,5.722383499145508,32.92656079951616,6.671738624572754,2020-03-10,16.590204511267167,28
TKO,2020-02-07,39.543434143066406,30.176477377022913,35.18024063110352,2020-03-23,-11.0339266341336,30
PARA,2020-02-25,21.80023956298828,32.33327534909141,12.818589210510254,2020-04-07,-41.19977822503737,30
RCL,2020-02-26,80.6427001953125,32.778782155905525,37.150909423828125,2020-04-08,-53.931466414380324,30
NCLH,2020-02-26,36.209999084472656,33.86833036803645,11.720000267028809,2020-04-08,-67.63324892749168,30
CCL,2020-02-27,31.850000381469727,30.2339495767092,12.420000076293944,2020-04-09,-61.004709803646094,30
DVN,2020-02-27,11.53783130645752,33.8801768989581,7.197046756744385,2020-04-09,-37.62218769209838,30
CZR,2020-03-03,41.650001525878906,30.57847165749977,15.989999771118164,2020-04-15,-61.60864541341516,30
HAL,2020-03-04,14.130362510681152,30.194352119682534,6.124075412750244,2020-04-16,-56.66016771953974,30
UAL,2020-03-05,51.59000015258789,35.403007865706456,29.07999992370605,2020-04-17,-43.63248723067251,30
MGM,2020-03-05,20.42841911315918,34.00355619276023,14.066205978393556,2020-04-17,-31.143932868830447,30
OXY,2020-03-06,24.78926467895508,34.14503686436948,11.9714937210083,2020-04-20,-51.70694300113091,30
FANG,2020-03-06,38.716552734375,38.36879736978817,24.604467391967773,2020-04-20,-36.44974654439631,30
SLB,2020-03-06,21.34714698791504,30.9826266235255,13.613840103149414,2020-04-20,-36.226418870603986,30
MPC,2020-03-09,28.633214950561523,37.86357204509617,20.08219337463379,2020-04-21,-29.86399393394014,30
STLD,2020-03-09,18.9707145690918,30.201402873121495,20.141000747680664,2020-04-21,6.168909317182825,30
IR,2020-03-09,23.223241806030277,33.83738035958109,26.259286880493164,2020-04-21,13.073304320822817,30
EMR,2020-03-09,44.70728302001953,30.533987893428638,45.07125473022461,2020-04-21,0.8141217394984499,30
C,2020-03-09,41.82452774047852,32.01264471847538,33.845550537109375,2020-04-21,-19.077267896194204,30
DRI,2020-03-09,66.46273040771484,30.803185358460443,54.35128021240234,2020-04-21,-18.22292000496362,30
SCHW,2020-03-09,28.11100578308105,33.393236652468794,33.3765983581543,2020-04-21,18.73142717021675,30
IVZ,2020-03-09,9.168716430664062,31.880156157124624,7.064421653747559,2020-04-21,-22.950810975883744,30
AIG,2020-03-09,28.38517570495605,33.49386618846148,19.4923038482666,2020-04-21,-31.329282401224507,30
WYNN,2020-03-09,79.98298645019531,36.40975501155298,68.72698974609375,2020-04-21,-14.072988773819507,30
RF,2020-03-09,8.438765525817871,33.1552725429591,7.157232284545898,2020-04-21,-15.186264357638596,30
XOM,2020-03-09,32.719966888427734,32.18871480972608,32.01647186279297,2020-04-21,-2.1500480976451564,30
OKE,2020-03-09,26.253149032592773,48.16879370846402,18.556352615356445,2020-04-21,-29.317612175518086,30
CFG,2020-03-09,17.709190368652344,38.9675428759914,15.009237289428713,2020-04-21,-15.246055991373339,30
PSX,2020-03-09,49.86026382446289,33.26595765604331,45.61221694946289,2020-04-21,-8.519904527492262,30
